file,url,boxes,is_primary,Is there a face?,Hard to spot?,Accident or design?,Emotion?,Person or creature?,Gender?,Amusing?,Common?,Flags,num_boxes,train,split
000007329.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007329.jpg,"[[231.889, 95.025, 129.773, 241.108]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2
000005246.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005246.jpg,"[[72.332, 102.825, 256.71, 213.452]]",[True],Yes,Medium,,Scared,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2
000024179.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024179.jpg,"[[140, 143, 125, 140], [291, 178, 74, 143]]","[True, False]",Several,Easy,Accident,Scared,Human-Old,Male,No,Common,['Interesting'],2,False,0
000011377.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011377.jpg,"[[99, 105, 338, 288]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,False,1
000023249.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023249.jpg,"[[138, 172, 234, 217]]",[True],Yes,Medium,Design,Neutral,Robot,Neutral,No,Somewhat,,1,True,0
000018725.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018725.jpg,"[[17, 84, 339, 248]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Common,,1,True,2
000017705.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017705.jpg,"[[0, 169, 65, 90], [183, 153, 154, 133]]","[False, True]",Several,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],2,False,2
000003771.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003771.jpg,"[[174, 175, 178, 200]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,3
000009453.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009453.jpg,"[[128, 106, 292, 379]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,,1,True,2
000024632.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024632.jpg,"[[61, 139, 414, 120]]",[True],Yes,Medium,Accident,Happy,Robot,Neutral,No,Somewhat,,1,True,3
000020762.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000020762.jpg,"[[252, 248, 27, 22]]",[True],Yes,Hard,Accident,Neutral,Other,Neutral,No,Common,['Interesting'],1,True,2
000012618.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012618.jpg,"[[189, 220, 78, 127]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0
000003817.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003817.jpg,"[[298, 114, 87, 49]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,No,Common,,1,True,1
000004023.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004023.jpg,"[[123, 96, 252, 204]]",[True],Yes,Easy,Accident,Neutral,Human-Old,Male,No,Common,['Interesting'],1,True,3
000015629.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015629.jpg,"[[82, 125, 86, 82]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,['Interesting'],1,True,1
000015264.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000015264.jpg,"[[76, 43, 423, 448]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,No,Somewhat,,1,True,2
000023474.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000023474.jpg,"[[124, 151, 101, 173]]",[True],Yes,Hard,Accident,Neutral,Human-Adult,Male,No,Uncommon,,1,False,3
000010506.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010506.jpg,"[[235, 170, 99, 117], [210, 304, 132, 81]]","[True, False]",Several,Easy,Design,Happy,Robot,Neutral,No,Somewhat,,2,True,1
000016370.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016370.jpg,"[[105, 45, 294, 400]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Uncommon,,1,False,0
000009249.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009249.jpg,"[[124, 160, 240, 110]]",[True],Yes,Medium,Accident,Happy,Cartoon,Neutral,Somewhat,Common,,1,True,1
000012064.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012064.jpg,"[[121, 258, 176, 101]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,3
000017945.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017945.jpg,"[[172, 170, 158, 186]]",[True],Yes,Easy,Accident,Surprised,Robot,Neutral,No,Common,,1,True,0
000016368.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016368.jpg,"[[135, 194, 201, 251]]",[True],Yes,Easy,Design,Neutral,Robot,Neutral,No,Common,,1,True,3
000025167.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025167.jpg,"[[169, 237, 78, 101]]",[True],Yes,Easy,Design,Neutral,Human-Adult,Male,No,Somewhat,,1,True,1
000005447.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005447.jpg,"[[104.953, 229.762, 246.072, 174.449]]",[True],Yes,Easy,Design,Happy,Human-Adult,Neutral,Somewhat,Common,['Interesting'],1,True,1
000000080.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000080.jpg,"[[201, 202, 109, 145]]",[True],Yes,Easy,Design,Happy,Human-Adult,Male,Somewhat,Uncommon,['Interesting'],1,True,3
000012086.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012086.jpg,"[[339, 133, 37, 37], [109, 205, 18, 16], [335, 223, 31, 32], [271, 245, 37, 31]]","[False, False, False, True]",Several,Hard,Accident,Neutral,Human-Adult,Male,No,Common,['Interesting'],4,True,0
000005489.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005489.jpg,"[[108.499, 130.482, 183.667, 188.632]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,Somewhat,Common,['Interesting'],1,True,1
000011441.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011441.jpg,"[[160, 214, 178, 181]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,,1,True,0
000004230.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004230.jpg,"[[249, 110, 137, 134]]",[True],Yes,Medium,Accident,Neutral,Other,Neutral,No,Somewhat,,1,False,0
000024949.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024949.jpg,"[[127, 125, 143, 248]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,1
000004169.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004169.jpg,"[[370, 330, 56, 39]]",[True],Yes,Easy,Design,Neutral,Human-Young,Female,No,Uncommon,['Interesting'],1,True,3
000010837.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010837.jpg,"[[0, 203, 98, 158], [108, 202, 125, 151]]","[False, True]",Several,Easy,Design,Sad,Other,Male,No,Uncommon,['Interesting'],2,True,2
000003770.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003770.jpg,"[[183, 104, 245, 279], [68, 238, 120, 108]]","[True, False]",Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Somewhat,,2,False,3
000022885.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022885.jpg,"[[69, 262, 229, 163]]",[True],Yes,Easy,Design,Happy,Other,Neutral,No,Common,,1,True,0
000011569.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011569.jpg,"[[116, 115, 101, 98]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,No,Uncommon,,1,True,3
000008975.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008975.jpg,"[[319, 155, 45, 18]]",[True],Yes,Medium,Accident,Neutral,Cartoon,Neutral,No,Common,['Interesting'],1,True,3
000009680.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009680.jpg,"[[0, 143, 469, 236]]",[True],Yes,Easy,Accident,Neutral,Human-Young,Male,No,Common,['Interesting'],1,True,0
000012716.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012716.jpg,"[[178, 130, 281, 287]]",[True],Yes,Easy,Design,Surprised,Human-Old,Male,No,Somewhat,,1,True,1
000027879.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027879.jpg,"[[373, 130, 139, 148]]",[True],Yes,Hard,Accident,Happy,Alien,Neutral,No,Uncommon,,1,True,3
000005504.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005504.jpg,"[[202.814, 142.537, 174.449, 182.25]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,Somewhat,Common,['Interesting'],1,False,3
000005353.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005353.jpg,"[[70.914, 120.554, 220.543, 273.019]]",[True],Yes,Hard,Accident,Disgusted,Human-Old,Male,Yes,Uncommon,['Interesting'],1,False,3
000005412.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005412.jpg,"[[167.357, 209.197, 185.795, 209.196]]",[True],Yes,Hard,,Surprised,Alien,Neutral,Somewhat,Uncommon,['Interesting'],1,True,2
000007255.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000007255.jpg,"[[156.72, 133.319, 192.178, 165.229]]",[True],Yes,Hard,Accident,Happy,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,1
000008459.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008459.jpg,"[[0, 54, 317, 457]]",[True],Yes,Easy,Accident,Neutral,Animal,,No,Common,['Interesting'],1,True,3
000008489.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008489.jpg,"[[40, 201, 200, 181], [332, 133, 121, 115], [322, 304, 38, 46], [383, 324, 25, 32], [411, 322, 28, 31], [458, 313, 40, 47]]","[True, False, False, False, False, False]",Several,Easy,Design,Surprised,Other,Neutral,No,Common,,6,False,1
000022959.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022959.jpg,"[[103, 229, 108, 92]]",[True],Yes,Medium,Accident,Neutral,Other,Neutral,No,Somewhat,,1,True,1
000027169.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027169.jpg,"[[243, 124, 71, 88]]",[True],Yes,Medium,Accident,Neutral,Other,Neutral,No,Somewhat,,1,True,3
000005845.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005845.jpg,"[[163.812, 165.939, 202.105, 221.252]]",[True],Yes,Medium,Accident,Surprised,Robot,Neutral,Somewhat,Common,['Interesting'],1,True,2
000022463.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022463.jpg,"[[115, 192, 184, 171]]",[True],Yes,Easy,Design,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0
000019358.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019358.jpg,"[[139, 159, 240, 173]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Common,['Interesting'],1,True,1
000008931.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008931.jpg,"[[14, 109, 486, 289]]",[True],Yes,Medium,Accident,Surprised,Robot,Neutral,No,Uncommon,,1,True,1
000012857.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012857.jpg,"[[205, 131, 185, 236]]",[True],Yes,Hard,Accident,Neutral,Other,Neutral,No,Uncommon,,1,True,3
000016019.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016019.jpg,"[[181, 158, 133, 217]]",[True],Yes,Medium,Accident,Scared,Human-Old,Male,No,Uncommon,,1,True,2
000025066.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025066.jpg,"[[94, 51, 237, 138]]",[True],Yes,Easy,Accident,Happy,Robot,Neutral,Somewhat,Uncommon,,1,True,1
000006630.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006630.jpg,"[[98.571, 126.936, 163.102, 107.081]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,Somewhat,Common,,1,True,3
000006712.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006712.jpg,"[[101, 223, 114, 79]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,1
000016825.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016825.jpg,"[[147, 145, 206, 209]]",[True],Yes,Hard,Accident,Scared,Animal,Neutral,No,Uncommon,,1,True,0
000010978.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010978.jpg,"[[197, 159, 90, 70]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,3
000001997.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000001997.jpg,"[[192, 302, 111, 64]]",[True],Yes,Medium,Design,Angry,,Neutral,No,Common,,1,True,3
000006429.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006429.jpg,"[[142.537, 218.416, 253.164, 232.598]]",[True],Yes,Hard,Accident,Happy,Cartoon,Neutral,No,Common,,1,False,1
000014946.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014946.jpg,"[[101, 158, 315, 275]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,No,Uncommon,,1,True,2
000024653.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024653.jpg,"[[130, 111, 240, 287]]",[True],Yes,Easy,Design,Happy,Animal,Neutral,Somewhat,Somewhat,,1,True,2
000014779.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000014779.jpg,"[[91, 250, 124, 83]]",[True],Yes,Easy,Accident,Other,Cartoon,Neutral,No,Common,['Interesting'],1,True,2
000022674.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000022674.jpg,"[[188, 176, 140, 136]]",[True],Yes,,Design,Happy,Other,Neutral,No,Common,,1,True,2
000005176.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005176.jpg,"[[364, 185, 105, 90]]",[True],Yes,Medium,Accident,Angry,Animal,Neutral,Yes,Uncommon,['Interesting'],1,True,2
000005403.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005403.jpg,"[[216.288, 138.992, 98.571, 119.135]]",[True],Yes,Medium,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,['Interesting'],1,True,1
000005966.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005966.jpg,"[[187.922, 119.136, 242.527, 251.036]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Common,,1,False,0
000013283.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013283.jpg,"[[245, 189, 66, 97]]",[True],Yes,Hard,Accident,Neutral,Human-Old,Neutral,No,Uncommon,,1,True,2
000016859.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016859.jpg,"[[353, 125, 41, 85]]",[True],Yes,Easy,Accident,Neutral,Other,Neutral,No,Common,,1,False,1
000024630.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000024630.jpg,"[[169, 187, 160, 184]]",[True],Yes,,Design,Happy,Animal,Neutral,No,Common,,1,False,2
000000752.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000000752.jpg,"[[188, 210, 100, 199]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,No,Uncommon,['Interesting'],1,True,0
000021074.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021074.jpg,"[[55, 100, 400, 301]]",[True],Yes,Medium,Design,Happy,Cartoon,Neutral,Yes,Somewhat,,1,True,3
000013571.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013571.jpg,"[[295, 224, 144, 153]]",[True],Yes,Hard,Accident,Neutral,Animal,Neutral,Somewhat,Uncommon,,1,False,2
000019108.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000019108.jpg,"[[191, 178, 183, 156]]",[True],Yes,Hard,Accident,Surprised,Animal,Neutral,No,Uncommon,,1,False,2
000009827.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009827.jpg,"[[34, 175, 171, 157], [298, 219, 186, 165]]","[True, False]",Several,Medium,Design,Happy,Other,Neutral,No,Common,,2,True,0
000011644.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011644.jpg,"[[178, 142, 154, 141]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0
000017112.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000017112.jpg,"[[147, 107, 229, 300]]",[True],Yes,Medium,Design,Neutral,Other,Neutral,No,Common,,1,True,3
000006187.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006187.jpg,"[[232.598, 122.681, 165.23, 281.53]]",[True],Yes,Easy,Design,Happy,Human-Adult,Male,Somewhat,Common,,1,True,0
000013741.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000013741.jpg,"[[181, 194, 87, 72], [273, 179, 65, 62], [103, 140, 45, 49], [23, 166, 55, 46]]","[True, False, False, False]",Yes,Medium,Accident,Neutral,Other,Neutral,No,Common,,4,False,0
000025826.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000025826.jpg,"[[341, 165, 84, 102]]",[True],Yes,Easy,Design,Neutral,Robot,Neutral,No,Common,,1,True,3
000004833.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000004833.jpg,"[[95, 203, 337, 220]]",[True],Yes,Medium,Accident,Happy,Robot,Neutral,No,Common,,1,True,1
000010493.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010493.jpg,"[[210, 153, 88, 99], [216, 375, 75, 67], [215, 257, 77, 39], [219, 309, 76, 62]]","[True, False, False, False]",Several,,Design,Surprised,Animal,Neutral,No,Common,,4,True,2
000006004.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000006004.jpg,"[[62.404, 265.928, 402.793, 196.432]]",[True],Yes,Easy,Design,Happy,Cartoon,Neutral,No,Common,,1,True,1
000009205.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009205.jpg,"[[24, 71, 472, 307]]",[True],Yes,Hard,Accident,Happy,Robot,Neutral,No,Uncommon,,1,False,1
000021638.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000021638.jpg,"[[93, 180, 171, 102]]",[True],Yes,Easy,Design,Neutral,Other,Neutral,No,Common,,1,False,0
000008610.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000008610.jpg,"[[144, 129, 153, 223]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,No,Uncommon,,1,True,3
000005546.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005546.jpg,"[[177.994, 106.371, 164.521, 238.272]]",[True],Yes,Easy,Design,Neutral,Animal,Neutral,Somewhat,Common,,1,False,0
000010988.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000010988.jpg,"[[205, 168, 98, 247]]",[True],Yes,Medium,Accident,Scared,Alien,Neutral,Somewhat,Uncommon,,1,True,3
000011777.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000011777.jpg,"[[52, 88, 169, 150], [308, 68, 183, 172]]","[True, False]",Yes,Easy,Design,Neutral,Human-Adult,Male,Somewhat,Somewhat,,2,False,1
000009717.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000009717.jpg,"[[110, 71, 305, 245]]",[True],Yes,Easy,Accident,Happy,Robot,Neutral,Somewhat,Uncommon,,1,True,3
000005030.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000005030.jpg,"[[139.701, 95.734, 273.019, 325.496]]",[True],Yes,Easy,Accident,Angry,Alien,Neutral,Yes,Somewhat,['Interesting'],1,True,0
000020352.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000020352.jpg,"[[53, 93, 163, 209]]",[True],Yes,Hard,Accident,Neutral,Alien,Neutral,Yes,Uncommon,,1,False,2
000016706.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000016706.jpg,"[[100, 220, 50, 88]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,2
000018010.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018010.jpg,"[[109, 154, 355, 299]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,False,0
000003403.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00000/000003403.jpg,"[[130, 106, 252, 280]]",[True],Yes,Medium,Accident,Neutral,Robot,Neutral,No,Somewhat,,1,True,2
000027084.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00002/000027084.jpg,"[[79, 113, 205, 214]]",[True],Yes,Easy,Accident,Neutral,Other,Neutral,No,Common,['Interesting'],1,True,3
000018965.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000018965.jpg,"[[263, 237, 49, 48]]",[True],Yes,Easy,Accident,Neutral,Cartoon,Neutral,No,Uncommon,['Interesting'],1,True,0
000012159.jpg,https://raw.githubusercontent.com/3lbom/pareidolia/main/data/00001/000012159.jpg,"[[45, 175, 101, 94], [260, 171, 76, 99], [144, 134, 91, 90]]","[True, False, False]",Several,Easy,Design,Scared,Other,Neutral,Somewhat,Somewhat,,3,True,1
